text_a	text_b	damsl_labels	labels
Alan you want to come up here  and ask us and build it again	If one red rod was considered one fifth what would a whole be  considered	sd	2.0
That s really a hard question	If the red rod would be one fifth what would one what would one  be	sd	2.0
If the red rod would be one fifth what would one what would one  be	Me	sd	0.0
If the red rod was one fifth what would we call one	The orange rod	sd	3.0
Nice and loud Erik	No he called on Graham	sd	0.0
No he called on Graham	The orange rod	sd	3.0
Oh Graham	The orange rod	sd	3.0
Can you prove it	Five red ones make up an orange rod	sd	4.0
And Mark has one  right after that so why dont you come up too Mark and you can  both ask together and help each other find them	If the if the green was a whole what would a blue be	sd	2.0
That was  the question	Three wholes	sd	3.0
I think we don t have enough light green	Oh I have some light greens	sd	0.0
Can you imagine it	Transparent	sd	0.0
Yeah	Transparent ones	sd	0.0
Laura	I built it on my desk	sd	0.0
Ah because Mark has another one to ask  you go ahead Mark	If if the blue was one whole what would the green be considered	sd	2.0
Light green right	Yes	b	0.0
Yes	One third	sd	3.0
One third	Because umm these if the if you an put them up to the side  there ll be three and you put a one and it ll be one third	sd	4.0
A hard  one	Oh I have a hard one	sd	0.0
Uh oh a hard one	If the white one was one whole what would um the orange be	sd	2.0
If we call the white rod one what number name would we give to  the orange	Ten wholes or ten	sd	3.0
And and how would you how would you convince me	Well if you took the orange block you d and you took white ones  you d need just only ten well	sd	4.0
You understand the question if I m calling  the orange rod one what number name would I give to the white  rod	Oh I know it I know it	sd	0.0
Oh I know it I know it	I know it I know it	sd	0.0
Okay Jacquelyn you tell us	One tenth	sd	3.0
Why one tenth	Because if you line them up on the side and add them all up it will  be ten	sd	4.0
So if you add up one tenth up how many times would you be  adding one tenth	Ten times	sd	3.0
Okay wow what a what a smart class	I have a hard one	sd	0.0
We only have a few minutes	If you if I called purple is this purple	sd	0.0
If you if I called purple is this purple	If I called purple a half if I  called the purple a half what would a whole be	sd	2.0
Okay if purple were one half what would one be	Umm a brown	sd	3.0
Youre really getting to know  these	I would take I took I tried it and I took a purple and tried to match  up all the rods up to the purple and then I took another one cause  the brown  the look the brown looked half the purple looked half  the other brown so I took another purple and it was a whole	sd	4.0
I would like you to take a turn to  make a problem that will challenge your partner	I made a problem	sd	0.0
And ask your partner that problem	You don t know mine	sd	0.0
So we  are gonna come and listen to you	You just don t know the problem I just made up	sd	0.0
You just don t know the problem I just made up	You don t  know the problem I made up	sd	0.0
You you can actually just do it with the rods but  you have to make up a problem for your partner and with the  rods and your partner will make one up for you and then  after you ve done that successfully I d like you to try this is  called  try to stump your partner	I know what mine is	sd	0.0
Are you experimenting	Yeah	b	0.0
Okay let us know when you ve got a problem	I have a problem already	sd	0.0
I have a problem already	I have a problem	sd	0.0
I have a problem	I have a  problem remember it	sd	0.0
I have a  problem remember it	If a light green um no no	sd	0.0
If a light green um no no	I have one for you	sd	0.0
I have one for you	I have one for you too	sd	0.0
I have one for you too	I have a  problem	sd	0.0
You going to give it to Alan	I have a problem and Alan has a problem too	sd	0.0
I want to hear these	If a light green was one third what would be a whole	sd	2.0
What would be what	If a light green was one third what would be a whole	sd	2.0
One what would one be	What would one be	sd	2.0
What would one be	A blue	sd	3.0
A blue	Yep	b	1.0
Looks like you were doing it in your heads	I could do it	sd	0.0
Doing it in your head	This was the problem I was going to give out on the  overhead	sd	0.0
This was the problem I was going to give out on the  overhead	There  that would if you look down it would equal up to a blue	sd	4.0
Let s see	Like this	sd	0.0
So it takes three of them	Now I ve got one for you	sd	0.0
Let s hear Alan s	If the white one was considered one fifth what would be  considered one	sd	2.0
If the white one was considered one fifth what would be  considered one	What	ba	0.0
What	If this was one fifth	sd	2.0
It s a good one	What would be one	sd	2.0
What would be one	Yellow	sd	3.0
Yellow	Right	b	1.0
Are you going to let him get off that easily	He knows it anyway	sd	0.0
He knows it anyway	One two	sd	0.0
Just in case you couldn t remember it in your head you  should always be able to go back and prove it	Umm and also I did I just counted up five	sd	0.0
Oh	And I know that that s half of   and I know that yellow is half of orange which is ten	sd	4.0
So you re using  Oh I m sorry	That s okay	ba	0.0
That s very clever	Should we think of another problem and do it	sd	0.0
Yeah why not	Ok lets see	sd	0.0
I have one for you	Okay	b	0.0
That s two	Then one would be red	sd	3.0
Okay why	Well you see if that s two  this would be a half of it and half of two is one	sd	4.0
Well you see if that s two  this would be a half of it and half of two is one	And you take another one	sd	0.0
And you take another one	I have one  for you Alan	sd	0.0
Okay go ahead	If this is three  what is six	sd	2.0
If this is three  what is six	If this  is three what is six	sd	2.0
If this  is three what is six	If that little thing is three what is six	sd	1.0
If that little thing is three what is six	Yeah	b	0.0
Yeah	This	sd	0.0
This	This	sd	0.0
This	No	b	0.0
No	No if that if that if that	sd	0.0
No if that if that if that	If this is three what is six	sd	2.0
If this is three what is six	If that was considered	sd	0.0
If that was considered	Hold on I ve got to check	sd	0.0
Hold on I ve got to check	Three of something	sd	3.0
Three of something	Oh whoops you were right	sd	1.0
Oh whoops you were right	Sorry sorry	aa	0.0
Sorry sorry	All right now	aa	0.0
All right now	I was thinking it was that	sd	0.0
I was thinking it was that	Let me bump you off with one	sd	0.0
Let me bump you off with one	Like you can	sd	0.0
Like you can	If this  would be considered wait close  your eyes okay if this was consider one half what would be  one	sd	2.0
If this  would be considered wait close  your eyes okay if this was consider one half what would be  one	Probably what is that purple	aa	3.0
Probably what is that purple	A brown	sd	3.0
A brown	Yep I knew it	sd	0.0
Okay alright this is very interesting but I think you  probably should start to pack up your rods because I think we  have five more minutes	No	b	0.0
No	Yeah	b	0.0
Yeah	About the towers	sd	0.0
About the towers	Yeah about the towers	sd	0.0
Yeah about the towers	Were going to talk about this	sd	0.0
Were going to talk about this	Yes I do	sd	0.0
Yes I do	Robin Hood	sd	0.0
Robin Hood	That was the last one we did	sd	0.0
That was the last one we did	The towers of 5	sd	0.0
The towers of 5	The towers of 5	sd	0.0
The towers of 5	Yeah	b	0.0
Yeah	How many  to make 5	sd	3.0
How many  to make 5	how many towers you could make	sd	1.0
how many towers you could make	Different towers you can have	sd	1.0
Different towers you can have	Different towers you could make from 5 blocks up	sd	1.0
Different towers you could make from 5 blocks up	No	b	0.0
No	It had to be 2 colors	sd	3.0
It had to be 2 colors	Yeah	b	0.0
Yeah	32	b	3.0
32	Yes	b	0.0
Yes	Because we all ready checked	sd	0.0
Because we all ready checked	Remember we did all those the the charts the thingys for   and all those different  patterns	sd	3.0
Remember we did all those the the charts the thingys for   and all those different  patterns	Remember I convinced you up in the the  watchamacallit	sd	0.0
Remember I convinced you up in the the  watchamacallit	I dont feel like convincing you again	sd	0.0
I dont feel like convincing you again	So did I	sd	0.0
So did I	I didnt do it	sd	0.0
I didnt do it	I I did some but I didnt	sd	0.0
I I did some but I didnt	Yeah	b	0.0
Yeah	Probably 64	sd	3.0
Probably 64	Well because there was a pattern	sd	4.0
Well because there was a pattern	You just times them by 2 and then	sd	3.0
You just times them by 2 and then	The towers by 2 because 1 is 2 and then you figure out 2 is 2  and then I mean 4	sd	4.0
The towers by 2 because 1 is 2 and then you figure out 2 is 2  and then I mean 4	And then	sd	0.0
And then	See if you only had 1 block	sd	3.0
See if you only had 1 block	Youre not making much sense	sd	1.0
Youre not making much sense	If you have 1 block and 2 colors then you would have 2  towers and we figured out that the other day that you keep  on adding 2	sd	4.0
