text_a	text_b	labels
And you re saying one half  is bigger than one third by one third	Yeah you can put three of these three reds up to one green  and then it would take one one third of the red to make um to go  there like	4.0
Brian what do  you think	Well when they said one third is bigger than one half by one third	1.0
Well when they said one third is bigger than one half by one third	I  think they said is that what they said	1.0
I  think they said is that what they said	Well I don t really agree  because well if you split if you split one of the thirds in half which  would make  which would make a sixth	4.0
Well I don t really agree  because well if you split if you split one of the thirds in half which  would make  which would make a sixth	I  think it s a sixth bigger	4.0
I  think it s a sixth bigger	Like well  um should I go  up there	0.0
Maybe you  need to have a little conference here we have some disagreement	Well see for um when they said it was  one half bigger if you split a third in half itd make a sixth like one  two three four five six	4.0
Well see for um when they said it was  one half bigger if you split a third in half itd make a sixth like one  two three four five six	Like like pretending they were like  pretending they were split in half	4.0
Like like pretending they were like  pretending they were split in half	If you split one of these in half  and you have three of them up there they d make they d make six  and any way and when you split them in half right in the middle  over there it s kind of like that it s kind of like this there was this  was that was the one third  and that was the  one half  on the bottom and so it s just  like this and the red I m pretending is like is like is a half of one of  the purples and you see when I split it in half it s it s one sixth and  and it equals and it equals up to a green	4.0
I m hearing you say Brian that the number name for red is one sixth  and the reason why is	Well I mean a red I m considering a red one sixth   because two of these  equals see they re two they re two  sixths two halves of one purple and the purple is a third and the half  of one third is sixth there s sixths	4.0
That s my question	Well what I mean is	0.0
So we have two different arguments at the table and it s  very important that you listen so you understand what the arguments  are	Kelly and Jackie have something else that like goes with this like	0.0
But I would  like you all to listen to these arguments	Well we would call this dark green one and the reds one third and  the light green one half and we thought the we thought one third  was bigger by one of these white things	4.0
Well we would call this dark green one and the reds one third and  the light green one half and we thought the we thought one third  was bigger by one of these white things	Oh I think they re making a different size candy bar	3.0
Is that allowed	Um no	0.0
In what way it is not fair	Because if say you give someone half of this one	4.0
Because if say you give someone half of this one	and then  one half of that one	4.0
and then  one half of that one	and this is bigger than	4.0
What did you call one if you re thinking of  candy bars when you began the problem	The dark green	3.0
Is that what you said	Yeah	0.0
Ok then use the okay if your calling dark green one then I want to  hear your argument which is bigger a half or a third and by how  much	Okay we think that a half is bigger than the third	3.0
Did you change your mind	Yeah and we think light green is a half	3.0
Well show me your argument now and tell me which is bigger a half  and a third and by how much	Okay this is this is a half  and the red is a third	3.0
Can you show me why that s a half	Because if you put these all together they equal up to the  one  and we think the light green which is a half is  bigger than the red by by one which is this white one	4.0
I thought I heard you say it s one bigger	Yeah	0.0
Did you say that	Yeah the green the light green is one bigger than the red	3.0
Yeah the green the light green is one bigger than the red	And the  red is one bigger the light green is one bigger	3.0
And what number name are you calling the white	One	3.0
You all agree with that	Actually I used this to um to tell that the light green is one white  bigger	1.0
Ok and the number name you are giving to the white you re saying  is one	Yeah	0.0
you called the green one and your calling the white one	No	0.0
So your calling this one and this one	I think I know what they mean	1.0
Erik what do they mean I m so confused	I think they mean that they want to call this  the dark green one one whole and they want to call this yeah like  you line all the whites up to it which I think should be six and they  want to call it one sixth	1.0
I think they mean that they want to call this  the dark green one one whole and they want to call this yeah like  you line all the whites up to it which I think should be six and they  want to call it one sixth	I think that s what they re trying to say but  they just they re just not saying it	1.0
I think that s what they re trying to say but  they just they re just not saying it	I think they just they want to  call it one sixth	1.0
I don t see six of them up there	Well however many are up there that what they are trying to say	1.0
Well however many are up there that what they are trying to say	Yeah because I think they meant	1.0
Yeah because I think they meant	I think you meant to say not one whole but one sixth	1.0
Is that what you meant to say	Yeah	0.0
One half is how much bigger than one third	Um one one sixth	3.0
Is it one or one sixth	One sixth	3.0
You re sure it s one sixth	Yea	0.0
Why can t it one	Because that s be um the dark green	4.0
I understand when	But I think you can call it one because you can make the dark green  bigger	4.0
But they didn t they called the dark green one Erik	You could call you can call the dark green one six the  dark green rod six and then you could call the light green rod three	3.0
